Year,Node,Average Similarity
1972,作品,0.2400469321237747
1972,错误,0.239927576984777
1972,效果,0.23920113602003387
1972,运动,0.23855710454111875
1972,集体,0.2383191305710826
1972,来自,0.23775628217777542
1972,做好,0.23726350822767547
1972,出发,0.2366818061834851
1972,日本,0.23514598898243072
1972,时间,0.23461886902534684
1972,锻炼,0.2339074454421914
1972,责任,0.23322754048980598
1972,目标,0.23321979728982198
1972,观众,0.2330391764597491
1972,基层,0.23295305353091206
1972,决心,0.2327405230337104
1972,观看,0.23255711850212063
1972,陪同,0.23246782381347444
1972,红旗,0.23242513029727824
1972,参观,0.2320648668723744
1972,给予,0.23117865881947583
1972,号召,0.23106353290292414
1972,沈阳,0.23101032850180947
1972,是从,0.23083247755502545
1972,车间,0.2304297784386679
1972,代表,0.2301585915130238
1972,教导,0.23011997268470222
1972,季节,0.22998576602616974
1972,中心,0.2299223370676817
1972,祖国,0.22976358226218888
1972,表演,0.22970540828049876
1972,宣传,0.22921697167289812
1972,很大,0.22907846005156982
1972,车站,0.22898816538238248
1972,利用,0.22869661281448464
1972,朝鲜,0.22851811436026595
1972,教师,0.2284636113056263
1972,现象,0.22820803960568684
1972,不到,0.22813792457414228
1972,建设,0.22760484707650058
1972,搞好,0.2273665216079978
1972,时期,0.2272599297034186
1972,树立,0.22700119417074116
1972,部队,0.22697918498238853
1972,伊朗,0.22691089257078115
1972,解放军,0.22666940578194553
1972,工厂,0.22650437951521124
1972,成绩,0.22637894775631817
1972,县委,0.2262524316997029
1972,机关,0.2261411376557378
1972,北京,0.22611649278118168
1972,重视,0.22571892226331455
1972,艰苦,0.2256705921229928
1972,参加,0.22535266681725896
1972,上海,0.225190409697419
1972,革命,0.22509824462928052
1972,成员,0.2250469347981866
1972,赞扬,0.22452914381269798
1972,广大干部,0.22447098557685696
1972,党组织,0.22404790154203427
1972,才能,0.2238583308319713
1972,外地,0.2229862526752228
1972,生产,0.2228224502746449
1972,文化,0.22253359873714143
1972,尼泊尔,0.2224440638755643
1972,人民公社,0.22232708001379356
1972,经验,0.2221694913974335
1972,邀请,0.22183959316029106
1972,传统,0.22173788216571474
1972,理解,0.22146540932184042
1972,贵宾,0.22119100539143696
1972,斗争,0.2211712322869273
1972,墨西哥,0.2210759276870725
1972,实践,0.22010961460859277
1972,指战员,0.22002144656035788
1972,机器,0.21995964503392232
1972,事情,0.21994944029422694
1972,人员,0.2197528658218162
1972,领导班子,0.21952841851080573
1972,广大群众,0.21930672236999801
1972,阿尔及利亚,0.2180555636972882
1972,接见,0.21803573337058688
1972,办法,0.217494341089975
1972,书记,0.21748634575064793
1972,分配,0.21719616404626257
1972,城市,0.21710602139924154
1972,大使,0.21687176745644834
1972,报告,0.21675634381989406
1972,社队,0.216620885355528
1972,大寨,0.21661003497104311
1972,广州,0.21652271589914032
1972,服务,0.2164402799031069
1972,劳动力,0.2163798286211352
1972,加拿大,0.21614593772087679
1972,整风,0.21601917915219485
1972,代表团,0.21549048508669055
1972,调查,0.21545817616373994
1972,职工,0.21515202582922094
1972,高度,0.21486139509740265
1972,机场,0.21460086808994758
1972,教学,0.2143687657838644
1972,意义,0.21424980184366538
1972,电影,0.21416662865166747
1972,谈话,0.21399942421635917
1972,解决,0.2138572255322753
1972,法国,0.2138057144705293
1972,创作,0.2135064356722111
1972,努力,0.21334572622639147
1972,毛主席,0.2128607333572798
1972,原因,0.21233714805092924
1972,带来,0.21194893052411634
1972,觉悟,0.21139790122072363
1972,修理,0.21121070150632498
1972,意见,0.2111762272583884
1972,会见,0.21090500273330268
1972,大会,0.21064962197614964
1972,矿山,0.21042895416707494
1972,积极性,0.2101929624413335
1972,反复,0.21004054028280947
1972,投入,0.21003408413813557
1972,事业,0.2097089934530993
1972,紧张,0.209667110122567
1972,全国,0.2093705511976813
1972,制度,0.2093526527155624
1972,不顾,0.20909868243561927
1972,只能,0.20909505636366302
1972,认真学习,0.20903742662089508
1972,调动,0.20893625694132129
1972,作风,0.20790485561240551
1972,分析,0.20782194310409385
1972,回到,0.20751168089377325
1972,友好,0.207277596170126
1972,事实,0.2067866682529796
1972,劳力,0.20595253072679043
1972,业余,0.2057801888345979
1972,发扬,0.20491909634235295
1972,毛泽东思想,0.20448916723821745
1972,兄弟,0.20410903426277083
1972,坚定,0.20404359867233177
1972,困难,0.20375347299891156
1972,抓住,0.20369550724362218
1972,附图片,0.20350239183320556
1972,遵照,0.20319413532351338
1972,道路,0.20312000668152821
1972,地方,0.20301680427131263
1972,抓好,0.20279272359817527
1972,阶级,0.2025224336986105
1972,比赛,0.20251229102181834
1972,增强,0.20187111904974595
1972,精神,0.2018165583614
1972,人民解放军,0.20165473101444023
1972,方向,0.2015351636638475
1972,落实,0.2013128722129866
1972,文化大革命,0.20039247634798982
1972,克服,0.20006371562390826
1972,讨论,0.19992910769529815
1972,光荣,0.19964111279046468
1972,技术,0.19959385526301557
1972,体现,0.19953642300395077
1972,离开,0.19945889668062675
1972,技术人员,0.19944300671476264
1972,专政,0.19925863540536443
1972,条件,0.19901465587751116
1972,国际,0.19894465791104837
1972,发展,0.19862398938384168
1972,知识分子,0.19848494307506223
1972,保卫,0.1984696800192428
1972,到达,0.1984104312263256
1972,著作,0.19810983529964157
1972,政治,0.1980595876311147
1972,实行,0.19801328541321117
1972,损失,0.19800107254711694
1972,社会主义,0.19794122274791778
1972,不了,0.19788953562288783
1972,国家,0.19783668220043182
1972,瑞典,0.19782837506297024
1972,小时,0.19742595400054788
1972,愿望,0.1969561082159364
1972,英勇,0.19685764632426028
1972,通讯员,0.19672473658655965
1972,目的,0.19642867949293102
1972,成果,0.19640420983697093
1972,典型,0.19620545305918122
1972,研究,0.1961939400711725
1972,地区,0.19616694629278986
1972,充分发挥,0.19597203947257164
1972,乒乓球,0.19550892749671325
1972,理论,0.19546802233644697
1972,领导人,0.19545523718345997
1972,迎接,0.1951706236401616
1972,内容,0.19487897583911584
1972,执行,0.19473957227066505
1972,质量,0.19463860317198342
1972,社会,0.19431950347931232
1972,山区,0.19383775633434916
1972,深厚,0.19380930427808402
1972,推动,0.19336553643522567
1972,操作,0.19335153501827357
1972,经济,0.19327592758765055
1972,负责人,0.19315782499088105
1972,亲王,0.1930761718472769
1972,下降,0.19287653986451236
1972,团长,0.19206261946711428
1972,健康,0.1919135832509329
1972,影响,0.19150528060488922
1972,大使馆,0.19130840906223587
1972,夫人,0.19129550504649795
1972,发挥,0.19114815138367025
1972,工作人员,0.19093277703884037
1972,力量,0.19072312478322623
1972,收入,0.19036575731669747
1972,中国共产党,0.1902312333803884
1972,罗马尼亚,0.19002647394704264
1972,节约,0.18999606539863487
1972,文艺,0.18995209991238837
1972,回国,0.18952190256569273
1972,利益,0.18921273805980765
1972,居民,0.18920620533009602
1972,活动,0.18896562703560257
1972,加工,0.18859899641816005
1972,部门,0.18813450144993704
1972,相结合,0.18806833338512238
1972,乘飞机,0.18764290553625934
1972,东京,0.18761665155288093
1972,协会,0.18747909232800783
1972,重点,0.18726135738367258
1972,养猪,0.18696796815019362
1972,指导,0.18691074116112188
1972,艺术,0.18654520434955524
1972,政策,0.18629148416221142
1972,全世界,0.18619429194476717
1972,矛盾,0.18611951800453108
1972,提高,0.18601038012393686
1972,规律,0.18546105951590594
1972,施工,0.18525240773898224
1972,团员,0.1851303596915894
1972,提出,0.1850732932040511
1972,推广,0.18505433650124212
1972,伟大领袖,0.18500006872467523
1972,材料,0.18480555929763373
1972,柬埔寨,0.18455706770683444
1972,支持,0.1845369843852728
1972,建立,0.18450797487830006
1972,正确,0.18445235373842161
1972,祝贺,0.1844452021177858
1972,热烈,0.18430596553222384
1972,官员,0.18421686466696652
1972,集会,0.18377528214004152
1972,支援,0.18297314033085524
1972,招待会,0.1828984376259668
1972,工作者,0.18284739462961985
1972,态度,0.18267797717694625
1972,记者,0.18258137442171574
1972,朝鲜民主主义人民共和国,0.18247311204931763
1972,应邀出席,0.18238498682026252
1972,全厂,0.18203893901650295
1972,友好访问,0.1819317827521022
1972,改革,0.18162788288277942
1972,形式,0.181504693748646
1972,率领,0.18119942145638687
1972,出席,0.1810625437213931
1972,强大,0.18103342425338056
1972,农田,0.18059091839592817
1972,批判,0.18034289625668248
1972,抗旱,0.18025070307559746
1972,产品质量,0.17996982021560504
1972,措施,0.1787698765740145
1972,历史,0.17823039372126723
1972,巴基斯坦,0.17807593114327552
1972,友谊,0.17772630745068538
1972,解放,0.17759441952545976
1972,改进,0.17748090598818866
1972,先进,0.17733775962923848
1972,改造,0.1772452179169239
1972,越南,0.1770166757646515
1972,保护,0.1769584285875046
1972,狠抓,0.1767906890532305
1972,光辉,0.1767738515641107
1972,解放区,0.17642491061760243
1972,设计,0.1762939986967763
1972,胜利,0.17564032374079838
1972,英国,0.17560801018289354
1972,气氛,0.17556825007290341
1972,方针,0.1755381230004998
1972,埃及,0.17544401458702807
1972,学习班,0.17542255749969288
1972,作用,0.17509326486046925
1972,业务,0.1750048058064178
1972,中国人民解放军,0.1748801831177674
1972,正义斗争,0.1748492080978183
1972,供应,0.17473891572377018
1972,发言,0.1746378578678813
1972,联合会,0.17460470029347858
1972,管理,0.17456364514696043
1972,宴会,0.1745530244742715
1972,全县,0.17451385629558286
1972,变化,0.17450412776494442
1972,保证,0.1743349212676633
1972,符合,0.17417101761282877
1972,事物,0.1741293610268554
1972,资产阶级,0.1738078482232468
1972,关系,0.1735773690824592
1972,国务院,0.17356914424792277
1972,形势,0.17356231059272623
1972,建成,0.17343978340152738
1972,在座,0.17315388033383114
1972,游击队,0.17309957860730762
1972,上海市,0.17308240583123163
1972,增加,0.17304922991194005
1972,指引,0.17296140277108482
1972,设备,0.17274610576934593
1972,水平,0.1719626531568031
1972,总统,0.17162377149039923
1972,包括,0.17151242351635945
1972,团结,0.17145416238020325
1972,方法,0.17098055342428906
1972,产品,0.17088009911957522
1972,今天上午,0.1708510351302319
1972,锦标赛,0.1707063891253499
1972,会长,0.17062143810353306
1972,机械,0.17049981489084487
1972,有利于,0.1703069553342323
1972,威胁,0.17028282524281463
1972,能力,0.1701203677153518
1972,美国,0.1699252190544855
1972,单位,0.1698514397667591
1972,武器,0.1695699664265957
1972,民族,0.16945425698230432
1972,水利,0.1692724624475421
1972,消灭,0.16922157060701487
1972,权利,0.16918683736476786
1972,成立,0.1689072987281306
1972,减少,0.16883025968144105
1972,外交部长,0.1687826753355736
1972,水库,0.16871292131064936
1972,新华社,0.16871022086503895
1972,古巴,0.16858456398598676
1972,资金,0.16815782992472483
1972,机械化,0.16812574382611487
1972,部长,0.1678575347069391
1972,路线,0.16755508224284926
1972,日益,0.16741557826482972
1972,剥削,0.1669919956042323
1972,非洲,0.16677130875719148
1972,科学,0.16674869256310684
1972,军事,0.1666591762196879
1972,民主,0.16661497168676104
1972,体育,0.16639015414253916
1972,谈到,0.16636937787366468
1972,今天下午,0.16615631225583857
1972,文章,0.16573004411576792
1972,工程,0.16539474587540987
1972,反动派,0.16527542830336578
1972,敌人,0.16512657282873988
1972,提供,0.16507942474252263
1972,创造,0.1648569369125505
1972,农业,0.16478299349546432
1972,北京市,0.1644950078063926
1972,商品,0.1644921261860534
1972,平壤,0.1639949082028727
1972,声明,0.1639876912759487
1972,马克思主义,0.16394647161021483
1972,结束,0.16389109696759735
1972,建议,0.16337391799099224
1972,亚洲,0.16296562532959288
1972,顽强,0.16273145112317317
1972,秘书长,0.16259880693152892
1972,秘书,0.16250447985218014
1972,承认,0.16173096631415362
1972,发生,0.16150436864429435
1972,举办,0.16139023462960192
1972,会谈,0.1606592092186559
1972,公路,0.1606220527617044
1972,充满,0.1601017504757227
1972,改变,0.15922299196380515
1972,物资,0.15919106269558503
1972,试验,0.15911805719613684
1972,成功,0.15911644253186707
1972,企业,0.15872822281752907
1972,援助,0.15863065750792968
1972,运输,0.1585582949567673
1972,维护,0.15847959876233755
1972,美帝国主义,0.15800560852729303
1972,工业,0.1579626445593529
1972,总理,0.15792317677635787
1972,主席,0.15767823034074419
1972,外交,0.15760471281963725
1972,贡献,0.15725288319206515
1972,指出,0.1572478364200093
1972,改善,0.15690084458003903
1972,义务,0.15674019691556
1972,委员,0.15656606543289367
1972,打死,0.1564669945645471
1972,自由,0.15597131358849448
1972,采用,0.15582098956977905
1972,阴谋,0.15564076359881912
1972,资本主义,0.15529566946937595
1972,倾向,0.15528068897249395
1972,罪行,0.15505024907720644
1972,展览会,0.15498936843386915
1972,收购,0.15467787048844403
1972,镇压,0.15440651594639518
1972,作出,0.15431039308219455
1972,战胜,0.15409897319799246
1972,世界观,0.1537762454515973
1972,和平,0.15368539588742477
1972,手段,0.15358024898396674
1972,会议,0.15285715062257854
1972,制定,0.15200463791789356
1972,电报,0.15185415731786295
1972,原则,0.15143773680942696
1972,地位,0.1514276146109021
1972,展开,0.1512121247604143
1972,打击,0.15111941532340162
1972,飞机,0.15105958240713144
1972,高产,0.15076892753673155
1972,阶段,0.15061819980050936
1972,共产党,0.15048485166978004
1972,证明,0.15007689348313696
1972,美帝,0.1499682178201024
1972,内阁,0.14972799700186695
1972,伪军,0.1495461150852227
1972,共和国,0.14936777957996658
1972,增产,0.14904411877830362
1972,群众性,0.14868274756685593
1972,中华人民共和国,0.14844328357816436
1972,刘少奇,0.14844299905911781
1972,制造,0.14821948977403862
1972,土地,0.14807655385067298
1972,李先念,0.14767333657242532
1972,社论,0.14737432114346777
1972,资源,0.14735668821823458
1972,反帝,0.14731622799191363
1972,副委员长,0.1469821894086551
1972,大臣,0.1469275337795532
1972,观点,0.14651065995526869
1972,干扰,0.14647293595467195
1972,发动,0.1464227353287644
1972,叙利亚,0.14640619252743417
1972,评论,0.1463388850760841
1972,破坏,0.14623013792862727
1972,卫生,0.14617887150149705
1972,阿拉伯,0.1455496535744778
1972,泰国,0.1454679547310915
1972,基地,0.14508301021834447
1972,工具,0.14479469568576925
1972,外交部,0.1445375704747993
1972,人类,0.14415363733505093
1972,老挝,0.14396675121645594
1972,合作,0.14361680688899617
1972,罢工,0.14354658564336079
1972,人民共和国,0.14347356592499932
1972,小麦,0.14321913769425348
1972,印度支那,0.14285388675539992
1972,贸易,0.14273501209221606
1972,巴勒斯坦,0.14256893544522828
1972,美国政府,0.142441400998207
1972,阁下,0.14210943234434656
1972,庆祝,0.1421087121720924
1972,敌军,0.14209165478255167
1972,中国政府,0.14171197323864976
1972,计划,0.14156438125470697
1972,中央,0.1411720645115819
1972,毛泽东,0.1411062755600311
1972,宣言,0.1409316451267101
1972,中央委员会,0.14091181781056317
1972,阵线,0.14084728166114452
1972,国际主义,0.14081306775035554
1972,联合国,0.14053383204262965
1972,全省,0.14021783623151307
1972,加紧,0.14019546040528735
1972,战场,0.1399781206666037
1972,委员会,0.13996817554932
1972,讲话,0.1398561926082123
1972,进攻,0.1397285915174803
1972,黎巴嫩,0.13971378364015458
1972,政府,0.1394975331373686
1972,环境,0.1390424044153025
1972,轰炸,0.13885522085826757
1972,平均,0.13847967835013256
1972,世界,0.13810448357185653
1972,集团,0.13803026127780593
1972,激烈,0.1380159232852071
1972,失败,0.13760693841288948
1972,帝国主义,0.1375446361164714
1972,提前,0.13735570628629173
1972,方案,0.1371609402852956
1972,独立,0.13705519465513008
1972,粉碎,0.13692932290046714
1972,出动,0.13585309058341177
1972,控制,0.13533365208828865
1972,基础,0.13527367939782697
1972,棉花,0.13482149183576883
1972,水稻,0.1345984447357613
1972,电据,0.13441925216466188
1972,军民,0.13429261642226645
1972,品种,0.13428811184238904
1972,外长,0.1341781223322763
1972,军队,0.1340273479649494
1972,袭击,0.13394912239164114
1972,产量,0.13368324216368588
1972,辉煌,0.13354182308323162
1972,修正主义,0.13348120362172985
1972,正义,0.13264333604033604
1972,捍卫,0.13215419481140236
1972,越南民主共和国,0.13174457869730716
1972,外国,0.13173029838173195
1972,马克思列宁主义,0.1314469627862753
1972,增长,0.1314005797815531
1972,人大常委会,0.13063493851832178
1972,鼓吹,0.1304961920087767
1972,侵略,0.1301994443286297
1972,战争,0.12999704976154622
1972,印度,0.12985028393653242
1972,报道,0.1298079474201036
1972,面貌,0.12957884048566568
1972,战线,0.12954020400553248
1972,尊重,0.12907824396740558
1972,粮食,0.12864485387365485
1972,决议,0.12843286165924267
1972,疯狂,0.1280694167281306
1972,恢复,0.12773616533986357
1972,反动,0.12749868540396525
1972,揭露,0.12703068625874991
1972,南北,0.12688644986253145
1972,民族团结,0.1268254951790495
1972,通讯社,0.12643192411768575
1972,拉丁美洲,0.12638243239069746
1972,公报,0.12623904787307216
1972,公司,0.1261800551830336
1972,以色列,0.12566785730941352
1972,王国,0.12520246582408978
1972,殖民主义,0.12494573558052612
1972,重申,0.12458798962883479
1972,亩产,0.124445449604198
1972,协定,0.12412012797282186
1972,丰收,0.12387167157735242
1972,协议,0.12351343354080306
1972,统治,0.12343179016525663
1972,南朝鲜,0.12250951395998168
1972,巴黎,0.12235729392011498
1972,谈判,0.12176278625549965
1972,反革命,0.1209125266691973
1972,妄图,0.12022318331481413
1972,联合,0.11976259182272263
1972,港口,0.11955198699738397
1972,发表,0.11928438458071891
1972,正式,0.1191770296197298
1972,主权,0.11770935185513524
1972,政权,0.11765337524242526
1972,种植,0.11735824497719836
1972,当局,0.11710414905534235
1972,去年同期,0.11702288973123529
1972,侵略战争,0.11679176962392968
1972,侵略者,0.11645025241210363
1972,走狗,0.11635494658853425
1972,立场,0.11603834593213748
1972,停止,0.11438718587593284
1972,占领,0.11407800146573505
1972,连续,0.1136130474421174
1972,签订,0.11336312624950741
1972,爱国,0.1125897976331586
1972,超级大国,0.1119903732567679
1972,苏联,0.11165499535584172
1972,谴责,0.10937535910065783
1972,石油,0.10657979952994474
1972,南非,0.10521496240006284
1972,侵犯,0.10461178398149651
1972,安理会,0.10349215172924274
1972,面积,0.10305339701170492
1972,舆论,0.1022672617894619
1972,超过,0.10221900814754326
1972,干涉,0.10219277209753908
1972,领土,0.10120890662074089
1972,夺取,0.100879515218007
1972,推行,0.08500607288984019
1956,孩子,0.46921168414227077
1956,回来,0.3957795722179868
1956,儿童,0.37542664473143855
1956,家庭,0.3606859760338001
1956,告诉,0.35281254895282593
1956,照顾,0.349067970796415
1956,休息,0.34069931666167935
1956,日子,0.33935147381565545
1956,东西,0.3304785778013508
1956,听到,0.3293800083606431
1956,健康,0.324270287842563
1956,回答,0.3232052509955476
1956,客人,0.3198153494198001
1956,愉快,0.3193833896199639
1956,不到,0.31764996250610006
1956,朋友,0.316264934586675
1956,来到,0.3160298964783047
1956,希望,0.31536885752771676
1956,关心,0.31184902205393555
1956,事情,0.311786875547318
1956,心情,0.30387498978316113
1956,时间,0.3036565773942497
1956,学会,0.3005274566036932
1956,家属,0.2988209450680218
1956,确实,0.2976629541914784
1956,机会,0.295515685017859
1956,热情,0.2940474527500821
1956,介绍,0.29262751211108784
1956,工人,0.291834168387263
1956,情况,0.2902099024713709
1956,夫人,0.2870813635795304
1956,找到,0.2846702946287193
1956,房子,0.28454819715090013
1956,工作,0.28333262262049685
1956,参加,0.2821456564778692
1956,美丽,0.2807900236731165
1956,生活,0.280395803282435
1956,才能,0.2760513751359468
1956,解释,0.27603394726521513
1956,开会,0.275526898442192
1956,队员,0.27181946469491786
1956,动员,0.2711123664225085
1956,只能,0.2705380768420991
1956,劳动,0.27003416594829455
1956,简单,0.26935238420461
1956,工作人员,0.26869392533148273
1956,保护,0.26864046310440876
1956,地方,0.2678917979591348
1956,关怀,0.26762679457831917
1956,理由,0.2661592455559902
1956,吸收,0.26463859143216956
1956,发现,0.263651197587841
1956,负责,0.2635677018610949
1956,演员,0.2626843915812755
1956,做好,0.2626219153655379
1956,医院,0.2622729958024588
1956,战士,0.26108172586124934
1956,表演,0.2592904795840215
1956,是从,0.25891470976090164
1956,影片,0.25717477759953294
1956,离开,0.25673203068795836
1956,回到,0.25575586902291586
1956,安排,0.2555115221675192
1956,学习,0.2531980208822348
1956,劳动力,0.25307603628280456
1956,农民,0.25227062965042135
1956,参观,0.25179297221678026
1956,教育,0.25161846216475026
1956,幸福,0.2514662988316477
1956,鼓励,0.249506549072567
1956,农村,0.24929841850580794
1956,教师,0.24929064688053024
1956,重视,0.24911078860920466
1956,附图片,0.24775302008296665
1956,群众,0.24706905510988128
1956,中国,0.24706730539544244
1956,理解,0.24546099740886287
1956,感到,0.24467301272441833
1956,组织,0.2438857757141081
1956,交给,0.2435319603661473
1956,原因,0.24287016637455883
1956,协助,0.24265028833505814
1956,大会,0.242376088593783
1956,学校,0.24236058958628204
1956,接触,0.24172807150007633
1956,访问,0.2396164544952217
1956,车间,0.23897718864210535
1956,检查,0.23719483567924982
1956,学生,0.23651152108325046
1956,表现,0.23584874985174517
1956,光荣,0.23566762837215086
1956,日本,0.23550160823578245
1956,来自,0.23416599938959887
1956,干部,0.23405117792694757
1956,条件,0.23398319841100929
1956,分配,0.23292283935660726
1956,加上,0.23270523376511723
1956,满意,0.23227553632570785
1956,作品,0.23216679842954271
1956,负担,0.23106646361980546
1956,观众,0.23077724777748077
1956,感谢,0.22958549369503273
1956,习惯,0.22914500616155983
1956,代表,0.2275075108398882
1956,创造,0.22724975745999412
1956,共有,0.22532491904965948
1956,工会,0.2249744146057729
1956,影响,0.22455181867888804
1956,谈到,0.2244723327039333
1956,座谈会,0.22412542839733401
1956,工地,0.22376125858406
1956,宴会,0.2237200889778271
1956,谈话,0.2236823754782757
1956,城市,0.22332041480400588
1956,担任,0.22206175101272177
1956,情绪,0.22119296254234366
1956,过程,0.22089091910237676
1956,努力,0.22066957897014833
1956,教授,0.2205464302907499
1956,责任,0.21897966939997807
1956,办法,0.21857975473564661
1956,包括,0.21782164087288836
1956,民间,0.21663452879515258
1956,生产,0.21645581111144485
1956,来信,0.21629115279889508
1956,比赛,0.21596910465466843
1956,华侨,0.21593672032938915
1956,经验,0.2155917211111342
1956,治疗,0.2155030865975645
1956,事实,0.21536522735370678
1956,同志,0.21506605146641142
1956,团体,0.2147366131624479
1956,祖国,0.21449955397944773
1956,热烈,0.21415763888298794
1956,权利,0.21401033140300366
1956,尼泊尔,0.21396943370110533
1956,生产队,0.21375026336211836
1956,回国,0.2136276498478785
1956,祝贺,0.21356475056054885
1956,北京,0.2134542301129759
1956,居民,0.2130144356090701
1956,人民,0.21299185846628768
1956,人士,0.21281305290340038
1956,工程师,0.2127294581006752
1956,邀请,0.21254323556851806
1956,困难,0.21235173760672635
1956,值得,0.21217817961751076
1956,职工,0.21213590563013313
1956,人物,0.21193225017298808
1956,商店,0.2113891187636705
1956,愿望,0.21133320899994185
1956,人员,0.21103755194233376
1956,工厂,0.21067926342065416
1956,精神,0.21058034624778824
1956,大学,0.21043990702064855
1956,演出,0.21020562270802728
1956,兄弟,0.20966216162098258
1956,社会,0.2094757988881529
1956,通知,0.20927991816418223
1956,已有,0.20891483969400437
1956,艺术家,0.2085071262181475
1956,带来,0.20829952407753868
1956,改变,0.20742513544941216
1956,著名,0.2070617845721459
1956,知识,0.20697802388935946
1956,讲话,0.20680540869158975
1956,肯定,0.20670188695527195
1956,知识分子,0.206457301639439
1956,打算,0.2064445758384935
1956,推动,0.20540212957041987
1956,社员,0.2051643542526813
1956,支部,0.20511964922038356
1956,活动,0.2049992216771908
1956,作家,0.2049203398689795
1956,队伍,0.20471330845121588
1956,朝鲜,0.20460511254293196
1956,缺乏,0.2045583583079697
1956,思想,0.204322978561179
1956,落后,0.2041543855258588
1956,工资,0.20335507585426396
1956,时代,0.20287625001889936
1956,全体,0.202768752623475
1956,发生,0.20167232832212126
1956,缅甸,0.20164584807967872
1956,领袖,0.20114194551545583
1956,小时,0.20053231644998776
1956,车站,0.200117867921343
1956,领导人,0.19947668596097592
1956,服务,0.19912379655694024
1956,作者,0.19839297795898458
1956,音乐,0.19818922938004638
1956,拒绝,0.19809357374069397
1956,纪念,0.19780857911270655
1956,解决,0.1975380979750431
1956,保卫,0.19694282675392172
1956,优秀,0.19607311776012518
1956,在于,0.1959922621340564
1956,改革,0.19588941680999955
1956,决心,0.19531081652457125
1956,党员,0.19500445222921586
1956,给予,0.1949974645891886
1956,农业社,0.1947059424991688
1956,运动员,0.19470410302197666
1956,能力,0.19466716959402802
1956,看法,0.1941661322175452
1956,变化,0.1940932491103585
1956,印度尼西亚,0.19397748064961326
1956,鲁迅,0.1939305355039875
1956,集体,0.19364382640531894
1956,创作,0.1935668858082107
1956,成就,0.1934367155216718
1956,出席,0.19326694510625989
1956,方向,0.193229830938946
1956,培养,0.19292142290328995
1956,改善,0.1921248504201348
1956,联合会,0.19173175353933586
1956,保证,0.19169707705130737
1956,民主,0.19153526178404187
1956,宣传,0.19126400318038597
1956,出发,0.1912391179063347
1956,标准,0.19123204309870018
1956,资本家,0.19082332038310137
1956,接见,0.19023640422422564
1956,发言,0.1901780039992895
1956,恢复,0.18993739356820502
1956,指导,0.18991478980424698
1956,部队,0.18941618736540333
1956,商业,0.18931537456391903
1956,煤矿,0.18913075210673086
1956,业务,0.18898415195054552
1956,教学,0.1887371720264802
1956,紧张,0.1883492163392935
1956,报告,0.18775192972565635
1956,展览会,0.18735322369827648
1956,单位,0.18726986041815763
1956,办公室,0.18714666111248263
1956,汽车,0.1868943018273691
